1,"horizon signal technologies, inc.",https://horizonsignal.com,manufacturer,"reading, pa",over $250m,10-49,95,thomasnet,new,2026-04-29 20:35:30
3277,Widmer 1258 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3278,Zimmermann 1259 IT-Strategy,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3279,Baumann 1260 Precision,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3280,Frei 1261 Crypto-Audit,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3281,Gerber 1262 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3282,Widmer 1263 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3283,Zimmermann 1264 IT-Strategy,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3284,Baumann 1265 Precision,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3285,Frei 1266 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3286,Gerber 1267 Med-Tech Services,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3287,Widmer 1268 Watch-Tech Advisory,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3288,Zimmermann 1269 IT-Strategy,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3289,Baumann 1270 Precision,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3290,Frei 1271 Crypto-Audit,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3291,Gerber 1272 Med-Tech Services,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3292,Widmer 1273 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3293,Zimmermann 1274 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3294,Baumann 1275 Precision,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3295,Frei 1276 Crypto-Audit,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3296,Gerber 1277 Med-Tech Services,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3297,Widmer 1278 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3298,Zimmermann 1279 IT-Strategy,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3299,Baumann 1280 Precision,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3300,Frei 1281 Crypto-Audit,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3301,Gerber 1282 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3302,Widmer 1283 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3303,Zimmermann 1284 IT-Strategy,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3304,Baumann 1285 Precision,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3305,Frei 1286 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3306,Gerber 1287 Med-Tech Services,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3307,Widmer 1288 Watch-Tech Advisory,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3308,Zimmermann 1289 IT-Strategy,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3309,Baumann 1290 Precision,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3310,Frei 1291 Crypto-Audit,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3311,Gerber 1292 Med-Tech Services,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3312,Widmer 1293 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3313,Zimmermann 1294 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3314,Baumann 1295 Precision,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3315,Frei 1296 Crypto-Audit,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3316,Gerber 1297 Med-Tech Services,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3317,Widmer 1298 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3318,Zimmermann 1299 IT-Strategy,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3319,Baumann 1300 Precision,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3320,Frei 1301 Crypto-Audit,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3321,Gerber 1302 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3322,Widmer 1303 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3323,Zimmermann 1304 IT-Strategy,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3324,Baumann 1305 Precision,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3325,Frei 1306 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3326,Gerber 1307 Med-Tech Services,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3327,Widmer 1308 Watch-Tech Advisory,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3328,Zimmermann 1309 IT-Strategy,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3329,Baumann 1310 Precision,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3330,Frei 1311 Crypto-Audit,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3331,Gerber 1312 Med-Tech Services,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3332,Widmer 1313 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3333,Zimmermann 1314 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3334,Baumann 1315 Precision,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3335,Frei 1316 Crypto-Audit,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3336,Gerber 1317 Med-Tech Services,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3337,Widmer 1318 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3338,Zimmermann 1319 IT-Strategy,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3339,Baumann 1320 Precision,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3340,Frei 1321 Crypto-Audit,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3341,Gerber 1322 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3342,Widmer 1323 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3343,Zimmermann 1324 IT-Strategy,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3344,Baumann 1325 Precision,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3345,Frei 1326 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3346,Gerber 1327 Med-Tech Services,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3347,Widmer 1328 Watch-Tech Advisory,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3348,Zimmermann 1329 IT-Strategy,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3349,Baumann 1330 Precision,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3350,Frei 1331 Crypto-Audit,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3351,Gerber 1332 Med-Tech Services,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3352,Widmer 1333 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3353,Zimmermann 1334 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3354,Baumann 1335 Precision,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3355,Frei 1336 Crypto-Audit,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3356,Gerber 1337 Med-Tech Services,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3357,Widmer 1338 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3358,Zimmermann 1339 IT-Strategy,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3359,Baumann 1340 Precision,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3360,Frei 1341 Crypto-Audit,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3361,Gerber 1342 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3362,Widmer 1343 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3363,Zimmermann 1344 IT-Strategy,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3364,Baumann 1345 Precision,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3365,Frei 1346 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3366,Gerber 1347 Med-Tech Services,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3367,Widmer 1348 Watch-Tech Advisory,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3368,Zimmermann 1349 IT-Strategy,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3369,Baumann 1350 Precision,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3370,Frei 1351 Crypto-Audit,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3371,Gerber 1352 Med-Tech Services,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3372,Widmer 1353 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3373,Zimmermann 1354 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3374,Baumann 1355 Precision,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3375,Frei 1356 Crypto-Audit,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3376,Gerber 1357 Med-Tech Services,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3377,Widmer 1358 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3378,Zimmermann 1359 IT-Strategy,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3379,Baumann 1360 Precision,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3380,Frei 1361 Crypto-Audit,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3381,Gerber 1362 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3382,Widmer 1363 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3383,Zimmermann 1364 IT-Strategy,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3384,Baumann 1365 Precision,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3385,Frei 1366 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3386,Gerber 1367 Med-Tech Services,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3387,Widmer 1368 Watch-Tech Advisory,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3388,Zimmermann 1369 IT-Strategy,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3389,Baumann 1370 Precision,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3390,Frei 1371 Crypto-Audit,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3391,Gerber 1372 Med-Tech Services,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3392,Widmer 1373 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3393,Zimmermann 1374 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3394,Baumann 1375 Precision,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3395,Frei 1376 Crypto-Audit,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3396,Gerber 1377 Med-Tech Services,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3397,Widmer 1378 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3398,Zimmermann 1379 IT-Strategy,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3399,Baumann 1380 Precision,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3400,Frei 1381 Crypto-Audit,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3401,Gerber 1382 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3402,Widmer 1383 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3403,Zimmermann 1384 IT-Strategy,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3404,Baumann 1385 Precision,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3405,Frei 1386 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3406,Gerber 1387 Med-Tech Services,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3407,Widmer 1388 Watch-Tech Advisory,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3408,Zimmermann 1389 IT-Strategy,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3409,Baumann 1390 Precision,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3410,Frei 1391 Crypto-Audit,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3411,Gerber 1392 Med-Tech Services,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3412,Widmer 1393 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3413,Zimmermann 1394 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3414,Baumann 1395 Precision,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3415,Frei 1396 Crypto-Audit,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3416,Gerber 1397 Med-Tech Services,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3417,Widmer 1398 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3418,Zimmermann 1399 IT-Strategy,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3419,Baumann 1400 Precision,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3420,Frei 1401 Crypto-Audit,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3421,Gerber 1402 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3422,Widmer 1403 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3423,Zimmermann 1404 IT-Strategy,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3424,Baumann 1405 Precision,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3425,Frei 1406 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3426,Gerber 1407 Med-Tech Services,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3427,Widmer 1408 Watch-Tech Advisory,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3428,Zimmermann 1409 IT-Strategy,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3429,Baumann 1410 Precision,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3430,Frei 1411 Crypto-Audit,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3431,Gerber 1412 Med-Tech Services,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3432,Widmer 1413 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3433,Zimmermann 1414 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3434,Baumann 1415 Precision,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3435,Frei 1416 Crypto-Audit,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3436,Gerber 1417 Med-Tech Services,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3437,Widmer 1418 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3438,Zimmermann 1419 IT-Strategy,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3439,Baumann 1420 Precision,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3440,Frei 1421 Crypto-Audit,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3441,Gerber 1422 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3442,Widmer 1423 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3443,Zimmermann 1424 IT-Strategy,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3444,Baumann 1425 Precision,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3445,Frei 1426 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3446,Gerber 1427 Med-Tech Services,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3447,Widmer 1428 Watch-Tech Advisory,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3448,Zimmermann 1429 IT-Strategy,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3449,Baumann 1430 Precision,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3450,Frei 1431 Crypto-Audit,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3451,Gerber 1432 Med-Tech Services,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3452,Widmer 1433 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3453,Zimmermann 1434 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3454,Baumann 1435 Precision,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3455,Frei 1436 Crypto-Audit,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3456,Gerber 1437 Med-Tech Services,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3457,Widmer 1438 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3458,Zimmermann 1439 IT-Strategy,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3459,Baumann 1440 Precision,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
